System,FountainType,Position,Painted,GISPropNum,PropName,OMPPropID,Borough,FountainCount,Department,District,FeatureStatus,Point
B169-DF1063,Food Prep Sink,Indoor,,B169,Coney Island Beach & Boardwalk,B169-ZN04A-BLG9586,B,1,B-13,Food Prep Sink-Coney Island Beach & Boardwalk-West 2nd Comfort Station,Active,POINT (-73.971589 40.573911)
Q099-DF0861,Bottle Filler,East of south east corner of Queens Museum.,,Q099,Flushing Meadows Corona Park,Q099-ZN12,Q,1,Q-15,Bottle Filler-Flushing Meadows Corona Park-Unisphere,Active,POINT (-73.845951 40.745493)
Q344-DF0379,A,Just Outside Playground,NO,Q344,Emerald Playground,Q344,Q,1,Q-08,A-Emerald Playground,Active,POINT (-73.806077 40.731346)
X094-DF0378,C,Out in Open,YES,X094,Bridge Park,X094,X,1,X-05,C-Bridge Park,Active,POINT (-73.925126 40.848868)
M010-DF1054,Water Cooler,Indoor,,M010,Central Park,M010-ZN05-BLG0739,M,1,M-13,Water Cooler-Central Park-CHESS HOUSE,Active,POINT (-73.974625 40.769104)
B369-DF0601,Bottle Filler High Low,Out in Open,NO,B369,Steeplechase Park,B369-01,B,3,B-13,Bottle Filler High Low-Steeplechase Park-Steeplechase Park,Active,POINT (-73.984106 40.572852)
X010-DF0324,A,"Under Tree, In Shade",NO,X010,Crotona Park,X010-07,X,1,X-03,A-Crotona Park-Carter Plgd (7),Active,POINT (-73.894649 40.836922)
B060-DF0750,F High Low,Near Ballfield,NO,B060,McKinley Park,B060,B,2,B-10,F High Low-McKinley Park,Active,POINT (-74.01763 40.625205)
B010-DF0986,E,,,B010,Brooklyn Botanic Garden,B010,B,1,B-19,E-Brooklyn Botanic Garden,Active,POINT (-73.961898 40.664806)
B153-DF0149,A,Out in Open,YES,B153,South Pacific Playground,B153,B,1,B-16,A-South Pacific Playground,Active,POINT (-73.920609 40.675898)
Q099-DF0794,A,Under Tree,NO,Q099,Flushing Meadows Corona Park,Q099-ZN25,Q,1,Q-15,A-Flushing Meadows Corona Park-Meadow Lake NE,Active,POINT (-73.837889 40.732671)
M071-DF0021,A,"Just Outside Playground, Near Ballfield, Out in Open",YES,M071,Riverside Park,M071-ZN02,M,1,M-14,A-Riverside Park-Running Track And 78th St. Ballfields,Active,POINT (-73.986352 40.783828)
Q471-DF0887,Trough,,,Q471,Hunter's Point South Park,Q471-ZN02,Q,1,Q-02,Trough-Hunter's Point South Park-Hunter's Point South Park Zone 2,Active,POINT (-73.962076 40.739452)
Q131-DF0907,Bottle Filler High Low,,,Q131,Frank Principe Park,Q131,Q,3,Q-05,Bottle Filler High Low-Frank Principe Park,Active,POINT (-73.905777 40.728163)
M273-DF1069,CS Metal,,,M273,Wagner Houses Pool,M273,M,1,M-11,CS Metal-Wagner Houses Pool,Active,POINT (-73.933001 40.801768)
M047-DF0410,B,"Under Tree, Near Ballfield",YES,M047,Thomas Jefferson Park,M047,M,1,M-11,B-Thomas Jefferson Park,Active,POINT (-73.936122 40.792325)
B147-DF0729,D,"Under Tree, Out in Open, Near Ballfield",NO,B147,Monsignor Crawford Field,B147,B,1,B-18,D-Monsignor Crawford Field,Active,POINT (-73.915874 40.614752)
B028-DF0864,A,Near Ballfield,NO,B028,Dyker Beach Park,B028-ZN01,B,1,B-10,A-Dyker Beach Park-Dyker Beach Park Zone 1,Active,POINT (-74.020114 40.604693)
Q015-DF0004,E High Low,In Playground,YES,Q015,Forest Park,Q015-07,Q,2,Q-16,E High Low-Forest Park-Joseph Devoy Playground,Active,POINT (-73.851131 40.707601)
B223NC-DF0415,D,"Under Tree, In Shade, Just Outside Playground",NO,B223NC,Penn Triangle,B223NC,B,1,B-01,D-Penn Triangle,Active,POINT (-73.960889 40.700677)
B310-DF1139,Drinking Fountain Sink Combination,Indoor,,B310,Bushwick Playground,B310-BLG0992,B,2,B-01,Drinking Fountain Sink Combination-Bushwick Playground-Bushwick Plg,Active,POINT (-73.939596 40.701844)
B132-DF0470,D,"Under Tree, In Playground",NO,B132,Gilbert Ramirez Park,B132,B,1,B-01,D-Gilbert Ramirez Park,Active,POINT (-73.934573 40.706009)
M265-DF0015,A,Under Tree,YES,M265,Vincent F. Albano Jr. Playground,M265,M,1,M-06,A-Vincent F. Albano Jr. Playground,Active,POINT (-73.978617 40.741959)
B345-DF0161,CS Concrete,In Playground,YES,B345,Ethan Allen Playground,B345,B,1,B-05,CS Concrete-Ethan Allen Playground,Active,POINT (-73.886815 40.655778)
B073-DF0852,B,"Near Ballfield, Out in Open",NO,B073,Prospect Park,B073-ZN15,B,1,B-19,B-Prospect Park-Lower Long Meadow,Active,POINT (-73.973568 40.66124)
M108G-DF0872,E High Low,,,M108G,Playground 103 CIII,M108G,M,2,M-15,E High Low-Playground 103 CIII,Active,POINT (-73.938938 40.78726)
M042-DF0194,B,Near Ballfield,NO,M042,Inwood Hill Park,M042-ZN02,M,1,M-12,B-Inwood Hill Park-Inwood Hill Park Zone 2,Active,POINT (-73.920041 40.874529)
B073-DF0913,B,"Under Tree, In Shade",,B073,Prospect Park,B073-ZN01,B,1,B-19,B-Prospect Park-Main Entrance,Active,POINT (-73.970069 40.671921)
B058-DF0214,A,"Near Ballfield, Out in Open",NO,B058,McCarren Park,B058-ZN03,B,1,B-01,A-McCarren Park-McCarren Park Zone 3,Active,POINT (-73.953821 40.720588)
B051-DF0871,A,Near Ballfield,,B051,Kelly Park Playground,B051,B,1,B-15,A-Kelly Park Playground,Active,POINT (-73.957095 40.604315)
M081-DF0977,Indoor Drinking Fountain,Indoor,,M081,Carl Schurz Park,M081-ZN02-BLG1601,M,1,M-08,Indoor Drinking Fountain-Carl Schurz Park-87 St CS,Active,POINT (-73.943903 40.775702)
M029-DF0247,E High Low,"In Playground, Out in Open",NO,M029,Fort Tryon Park,M029-01,M,1,M-12,E High Low-Fort Tryon Park-Jacob Javits Plgd,Active,POINT (-73.934789 40.859029)
Q126-DF0679,E High Low,"Under Tree, In Playground",NO,Q126,Francis Lewis Park,Q126,Q,2,Q-07,E High Low-Francis Lewis Park,Active,POINT (-73.824775 40.79646)
M018-DF0497,CS Metal,"In Playground, Near Ballfield",NO,M018,Carmansville Playground,M018,M,1,M-09,CS Metal-Carmansville Playground,Active,POINT (-73.94433 40.829172)
Q067A-DF0075,A,Out in Open,NO,Q067A,General Hart Playground,Q067A,Q,1,Q-02,A-General Hart Playground,Active,POINT (-73.89718 40.748689)
B169-DF0605,E,Out in Open,NO,B169,Coney Island Beach & Boardwalk,B169-ZN06B,B,1,B-13,E-Coney Island Beach & Boardwalk-Coney Island Beach Zone 6b,Active,POINT (-73.988172 40.572186)
B310-DF0464,B,"Under Tree, In Shade, Just Outside Playground",,B310,Bushwick Playground,B310,B,1,B-01,B-Bushwick Playground,Active,POINT (-73.939376 40.701611)
M079-DF0267,E High Low,Under Tree,NO,M079,St. Catherine's Park,M079,M,2,M-08,E High Low-St. Catherine's Park,Active,POINT (-73.958853 40.765175)
B251-DF0922,E,Out in Open,YES,B251,Manhattan Beach Park,B251-ZN01,B,1,B-15,E-Manhattan Beach Park-Manhattan Beach Zone 1,Active,POINT (-73.945391 40.576569)
M010-DF0587,E,"Under Tree, Out in Open, In Shade",YES,M010,Central Park,M010-ZN20,M,1,M-13,E-Central Park-Bethesda Terrace,Active,POINT (-73.975488 40.776161)
X045-DF0172,CS Metal,"Out in Open, In Playground",NO,X045,St. Mary's Park,X045-03,X,1,X-01,CS Metal-St. Mary's Park-St Mary's Playground West,Active,POINT (-73.913481 40.812653)
B028-DF0727,A,Just Outside Playground,NO,B028,Dyker Beach Park,B028-ZN01,B,1,B-10,A-Dyker Beach Park-Dyker Beach Park Zone 1,Active,POINT (-74.016927 40.606373)
B169-DF0540,E,Out in Open,NO,B169,Coney Island Beach & Boardwalk,B169-ZN01A,B,1,B-13,E-Coney Island Beach & Boardwalk-Coney Island Beach Zone 1a,Active,POINT (-73.956068 40.575402)
X271-DF0433,C,"Under Tree, In Shade",NO,X271,Grant Park,X271,X,1,X-04,C-Grant Park,Active,POINT (-73.912335 40.83782)
X039-DF0103,Bottle Filler High Low,Under Tree,NO,X039,Pelham Bay Park,X039-ZN17,X,3,X-15,Bottle Filler High Low-Pelham Bay Park-Twenty-Six Courts & Bath Courts,Active,POINT (-73.791144 40.869484)
X286-DF0289,C,Out in Open,NO,X286,Rev Lena Irons Unity Park,X286,X,1,X-03,C-Rev Lena Irons Unity Park,Active,POINT (-73.906862 40.830991)
B329-DF0820,E High Low,"Out in Open, Just Outside Playground",YES,B329,Lindower Park,B329-01,B,2,B-18,E High Low-Lindower Park-Lindower Park Playground,Active,POINT (-73.910983 40.612402)
Q305-DF0554,C,Near Ballfield,YES,Q305,Mafera Park,Q305,Q,1,Q-05,C-Mafera Park,Active,POINT (-73.891771 40.707551)
Q410-DF0170,C,Out in Open,NO,Q410,Hinton Park,Q410,Q,1,Q-03,C-Hinton Park,Active,POINT (-73.855112 40.756723)
Q300A-DF0723,C,In Playground,YES,Q300A,Kissena Corridor Park,Q300A-01,Q,1,Q-11,C-Kissena Corridor Park-Underhill Playground,Active,POINT (-73.787682 40.744695)
M071-DF1103,Food Prep Sink,Indoor,,M071,Riverside Park,M071-ZN08-BLG1490,M,1,M-14,Food Prep Sink-Riverside Park-Hippo Playground Comfort,Active,POINT (-73.977997 40.793368)
B254-DF0301,A,Out in Open,YES,B254,Wingate Park,B254,B,1,B-09,A-Wingate Park,Active,POINT (-73.943511 40.658021)
B249-DF0102,A,"Under Tree, In Shade",YES,B249,Van Dyke Playground,B249,B,1,B-16,A-Van Dyke Playground,Active,POINT (-73.903823 40.664246)
Q163-DF0424,Trough,Out in Open,NO,Q163,Rockaway Beach Boardwalk,Q163-ZN06A,Q,1,Q-14,Trough-Rockaway Beach Boardwalk-Rockaway Beach 06a,Active,POINT (-73.815341 40.58328)
B068-DF0513,E,Out in Open,NO,B068,Parade Ground,B073-ZN27,B,1,B-14,E-Parade Ground-West Parade Grounds,Active,POINT (-73.969907 40.648963)
R031-DF0214,Slop Sink,Indoor,,R031,Wolfe's Pond Park,R031-ZN02-BLG1353,R,1,R-03,Slop Sink-Wolfe's Pond Park-Comfort Station,Active,POINT (-74.190986 40.517379)
R043-DF0209,Indoor Drinking Fountain,Indoor,,R043,Lyons Pool,R043-BLG1264,R,1,RR-09,Indoor Drinking Fountain-Lyons Pool-Recreation Center,Active,POINT (-74.074754 40.637536)
X188-DF0004,A,Out in Open,YES,X188,Wakefield Playground,X188,X,1,X-12,A-Wakefield Playground,Active,POINT (-73.853916 40.902272)
B332-DF0039,C,Out in Open,YES,B332,Evergreen Playground,B332,B,1,B-04,C-Evergreen Playground,Active,POINT (-73.910856 40.686218)
X092-DF0231,Trough,Out in Open,NO,X092,Van Cortlandt Park,X092-ZN03,X,1,X-13,Trough-Van Cortlandt Park HQ Comfort Station,Active,POINT (-73.897479 40.890609)
M010-DF1041,Food Prep Sink,Indoor,,M010,Central Park,M010-BLG0743,M,1,M-13,Food Prep Sink-Central Park-Dana Discovery Center,Active,POINT (-73.951457 40.797062)
Q050-DF0986,Slop Sink,Indoor,,Q050,Rockaway Beach,Q050-BLG-092,Q,1,Q-14,Slop Sink-Null-Beach 115 Comfort Station,Active,POINT (-73.835231 40.577941)
B073-DF1051,Indoor Drinking Fountain,Indoor,,B073,Prospect Park,B073-ZN11-BLG1254,B,1,B-19,Indoor Fountain-Prospect Park-ZOO,Active,POINT (-73.965469 40.665364)
B073-DF0383,E,Out in Open,NO,B073,Prospect Park,B073-ZN07,B,1,B-19,E-Prospect Park-South West Entrance,Active,POINT (-73.971868 40.652232)
X136-DF0160,D,"Out in Open, Near Ballfield",NO,X136,Harris Park,X136,X,1,X-07,D-Harris Park,Active,POINT (-73.893474 40.875751)
M082-DF0214,E,"Under Tree, In Playground",YES,M082,Seward Park,M082,M,1,M-03,E-Seward Park,Active,POINT (-73.989797 40.714542)
Q327-DF0596,A,Out in Open,YES,Q327,Castlewood Playground,Q327,Q,1,Q-13,A-Castlewood Playground,Active,POINT (-73.720855 40.749715)
B433-DF1002,Trough,,,B433,Hendrick I. Lott House,B433,B,1,B-18,Trough-Hendrick Lott House,Active,POINT (-73.932504 40.610593)
M187-DF0519,C,Near Ballfield,NO,M187,Marx Brothers Playground,M187,M,1,M-11,C-Marx Brothers Playground,Active,POINT (-73.946298 40.784388)
M030-DF0351,E,Under Tree,YES,M030,Thomas Paine Park,M030,M,1,M-01,E-Thomas Paine Park,Active,POINT (-74.002704 40.714829)
X136-DF0158,D,"Near Ballfield, Out in Open",NO,X136,Harris Park,X136,X,1,X-07,D-Harris Park,Active,POINT (-73.892526 40.877117)
X104-DF0133,C,"Just Outside Playground, Under Tree",NO,X104,Williamsbridge Oval,X104,X,1,X-07,C-Williamsbridge Oval,Active,POINT (-73.877967 40.877696)
B128-DF0504,C,"Under Tree, In Playground, Out in Open",NO,B128,Colonel David Marcus Playground,B128,B,1,B-12,C-Colonel David Marcus Playground,Active,POINT (-73.969023 40.610018)
M042-DF0189,Other,Near Ballfield,NO,M042,Inwood Hill Park,M042-ZN01,M,1,M-12,Other-Inwood Hill Park-Inwood Hill Park Zone 1,Active,POINT (-73.921646 40.871093)
Q339-DF0786,A,Near Ballfield,NO,Q339,Cambria Playground,Q339,Q,1,Q-13,A-Cambria Playground,Active,POINT (-73.743175 40.68948)
M058-DF0502,Bottle Filler,"Under Tree, Just Outside Playground, Near Ballfield",NO,M058,Marcus Garvey Park,M058-ZN02,M,1,M-11,Bottle Filler-Marcus Garvey Park-Marcus Garvey Park Zone 2,Active,POINT (-73.942679 40.803413)
Q386-DF0493,D,Near Ballfield,NO,Q386,Centreville Playground,Q386,Q,1,Q-10,D-Centreville Playground,Active,POINT (-73.83928 40.670493)
B390-DF0241,A,In Playground,NO,B390,Mother Cabrini Park,B390,B,1,B-06,A-Mother Cabrini Park,Active,POINT (-74.005118 40.684325)
Q099-DF0133,A,Under Tree,YES,Q099,Flushing Meadows Corona Park,Q099-ZN18,Q,1,Q-15,A-Flushing Meadows Corona Park-QN Wldlf Ctr-Terr On Park-NY Hall Of Sci,Active,POINT (-73.848905 40.743106)
X336-DF0263,B,In Shade,NO,X336,Hunts Point Riverside Park,X336,X,1,X-02,B-Hunts Point Riverside Park,Active,POINT (-73.881552 40.817842)
Q102-DF0403,A,Near Ballfield,NO,Q102,Juniper Valley Park,Q102-ZN02,Q,1,Q-05,A-Juniper Valley Park-Juniper Valley Park Zone 2,Active,POINT (-73.880513 40.720995)
M011-DF0207,C,"Under Tree, Near Ballfield, Just Outside Playground",NO,M011,Chelsea Park,M011,M,1,M-04,C-Chelsea Park,Active,POINT (-74.00109 40.749839)
B073-DF0857,E,"Out in Open, In Playground",YES,B073,Prospect Park,B073-20,B,1,B-19,E-Prospect Park-Harmony Playground,Active,POINT (-73.977091 40.663396)
Q212-DF0243,A,In Playground,NO,Q212,Queens Valley Playground,Q212,Q,1,Q-08,A-Queens Valley Playground,Active,POINT (-73.823857 40.721778)
X216-DF0273,A,"In Playground, Out in Open",YES,X216,Abigail Playground,X216,X,1,X-01,A-Abigail Playground,Active,POINT (-73.904718 40.817311)
Q086-DF0084,D,Near Ballfield,,Q086,Flushing Fields,Q086,Q,1,Q-07,D-Flushing Fields,Active,POINT (-73.817309 40.774274)
X235-DF0298,CS Metal,"Out in Open, In Playground",NO,X235,Grove Hill Playground,X235,X,1,X-01,CS Metal-Grove Hill Playground,Active,POINT (-73.908885 40.819833)
B087-DF0001,E High Low,"In Playground, Out in Open",YES,B087,Sunset Park,B087-01,B,2,B-07,E High Low-Sunset Park-Sunset Park Playground,Active,POINT (-74.004537 40.647572)
M105-DF0010,A,"Under Tree, Near Ballfield, Just Outside Playground",,M105,Sara D. Roosevelt Park,M105-01,M,1,M-03,A-Sara D. Roosevelt Park-Houston St Plgd,Active,POINT (-73.990968 40.722536)
X044-DF0054,Bottle Filler High Low,Out in Open,NO,X044,St. James Park,X044,X,3,X-07,Bottle Filler High Low-St. James Park,Active,POINT (-73.898379 40.865488)
R059-DF0178,E,,,R059,Von Briesen Park,R059,R,1,R-01,E-Von Briesen Park,Active,POINT (-74.060425 40.607076)
M154-DF1006,Food Prep Sink,Indoor,,M154,Mathews-Palmer Playground,M154-BLG0650,M,1,M-04,Food Prep Sink-Mathews-Palmer Playground-Comfort Station,Active,POINT (-73.992943 40.761207)
M171-DF0292,B,"Under Tree, Near Ballfield, In Playground",NO,M171,Cherry Clinton Playground,M171,M,1,M-03,B-Cherry Clinton Playground,Active,POINT (-73.986474 40.7114)
R046-DF0181,E,,,R046,Franklin D. Roosevelt Boardwalk and Beach,R046-ZN03,R,1,R-02B,E-Franklin D. Roosevelt Boardwalk and Beach-South Beach Zone 3,Active,POINT (-74.076109 40.579648)
R119-DF0226,Bottle Filler Fountain,Indoor,,R119,Blue Heron Park,R119-ZN01-BLG3519,R,2,R-03,Bottle Filler Fountain-Blue Heron Park-Nature Center,Active,POINT (-74.177809 40.530889)
B235-DF0689,A,In Playground,YES,B235,Herman Dolgon Playground,B235,B,1,B-15,A-Herman Dolgon Playground,Active,POINT (-73.940532 40.598005)
R028-DF0065,E and Dog,Out in Open,YES,R028,Tappen Park,R028,R,2,R-01,E and Dog-Tappen Park,Active,POINT (-74.076633 40.626798)
X010-DF0445,A,Out in Open,,X010,Crotona Park,X010-ZN02,X,1,X-03,A-Crotona Park-Crotona Zone 2,Active,POINT (-73.894588 40.837264)
B057-DF0839,A,Near Ballfield,YES,B057,Marine Park,B057-ZN04,B,1,B-18,A-Marine Park-Marine Park Zone 4,Active,POINT (-73.934204 40.603871)
R008-DF0117,C,Under Tree,NO,R008,Faber Pool and Park,R008,R,1,R-01,C-Faber Pool and Park,Active,POINT (-74.135743 40.641057)
B061-DF0970,C,,,B061,McLaughlin Park,B061,B,1,B-02,C-McLaughlin Park,Active,POINT (-73.986311 40.696615)
X196-DF0037,A,"Just Outside Playground, In Shade",,X196,Haffen Park,X196,X,1,X-12,A-Haffen Park,Active,POINT (-73.839276 40.873469)
M098-DF0106,E,Under Tree,YES,M098,Washington Square Park,M098-ZN02,M,1,M-02,E-Washington Square Park-Washington Square Park Eastern Half,Active,POINT (-73.997656 40.730316)
Q096E-DF0757,E,In Playground,NO,Q096E,Lefferts Playground,Q096E,Q,1,Q-10,E-Lefferts Playground,Active,POINT (-73.821563 40.665661)
M154-DF0657,F,"In Shade, In Playground, Near Ballfield",YES,M154,Mathews-Palmer Playground,M154,M,1,M-04,F-Mathews-Palmer Playground,Active,POINT (-73.99257 40.761372)
Q023-DF0457,C,Near Ballfield,NO,Q023,Rufus King Park,Q023,Q,1,Q-12,C-Rufus King Park,Active,POINT (-73.804844 40.703881)
M200-DF0463,C,Near Ballfield,YES,M200,Booker T. Washington Playground,M200,M,1,M-07,C-Booker T. Washington Playground,Active,POINT (-73.963282 40.800948)
B251-DF0613,E,Out in Open,YES,B251,Manhattan Beach Park,B251-ZN01,B,1,B-15,E-Manhattan Beach Park-Manhattan Beach Zone 1,Active,POINT (-73.942974 40.576757)
R022-DF0192,A,,,R022,Silver Lake Park,R022,R,1,R-01,A-Silver Lake Park,Active,POINT (-74.098967 40.628076)
B431-DF0952,Bottle Filler Fountain,"In Shade, Just Outside Playground",,B431,Brooklyn Bridge Park,B431-ZN06,B,2,B-02,Bottle Filler Fountain-Brooklyn Bridge Park-Brooklyn Bridge Park Zone 6,Active,POINT (-74.000954 40.692269)
B125-DF0010,E,"Out in Open, Near Ballfield",NO,B125,Calvert Vaux Park,B125-ZN02,B,1,B-13,E-Calvert Vaux Park-Calvert Vaux Park Zone 2,Active,POINT (-73.992727 40.586013)
Q162J-DF0352,D,Out in Open,NO,Q162J,Beach 17 Playground,Q162J,Q,1,Q-14,D-Beach 17 Playground,Active,POINT (-73.74756 40.594793)
M010-DF0590,E and Dog,"Under Tree, In Shade",YES,M010,Central Park,M010-ZN17,M,2,M-13,E and Dog-Central Park-Cedar Hill,Active,POINT (-73.963933 40.777294)
Q013-DF0731,E High Low,"Under Tree, In Playground",NO,Q013,Veterans Grove,Q013,Q,2,Q-04,E High Low-Veterans Grove,Active,POINT (-73.877592 40.742755)
M014-DF0475,A,"In Playground, Under Tree",YES,M014,Jackie Robinson Park,M014-02,M,1,M-10,A-Jackie Robinson Park-Plgd One Fifty Two CLII,Active,POINT (-73.939809 40.827887)
R006-DF0242,Food Prep Sink,Indoor,,R006,Conference House Park,R006-ZN02-BLG1354,R,1,R-03,Food Prep Sink-Conference House Park-CONFERENCE HOUSE,Active,POINT (-74.251743 40.502286)
Q024-DF0641,A,Near Ballfield,NO,Q024,Kissena Park,Q024-ZN03,Q,1,Q-07,A-Kissena Park-Kissena Park Zone 3,Active,POINT (-73.810891 40.745865)
X045-DF0539,Indoor Drinking Fountain,Indoor,,X045,St. Mary's Park,X045-ZN02-BLG0748,X,1,X-01,Indoor Drinking Fountain-St. Mary's Park-Recreation Center,Active,POINT (-73.914103 40.811468)
M105-DF0992,Indoor Drinking Fountain,Indoor,,M105,Sara D. Roosevelt Park,M105-BLG1527,M,1,M-03,Indoor Drinking Fountain-Sara D. Roosevelt Park-SDR D ADMIN BLGD,Active,POINT (-73.994081 40.716719)
B139-DF0880,C,Near Ballfield,NO,B139,Heckscher Playground,B139,B,1,B-04,C-Heckscher Playground,Active,POINT (-73.918284 40.695005)
Q162-DF0413,Trough,Out in Open,NO,Q162,Rockaway Beach and Boardwalk,Q162-ZN03A,Q,1,Q-14,Trough-Rockaway Beach and Boardwalk-Rockaway Beach 03a,Active,POINT (-73.775203 40.591437)
X001A-DF0367,D,"Under Tree, In Playground",NO,X001A,Aqueduct Walk,X001A-01,X,1,X-05,D-Aqueduct Walk-Morton Plgd,Active,POINT (-73.914435 40.851088)
B168-DF0483,E,"Under Tree, Out in Open, In Shade",YES,B168,Continental Army Plaza,B168,B,1,B-01,E-Continental Army Plaza,Active,POINT (-73.960362 40.710757)
Q099-DF0270,C,Under Tree,NO,Q099,Flushing Meadows Corona Park,Q099-ZN09,Q,1,Q-15,C-Flushing Meadows Corona Park-North Of Fountain Of The Planets,Active,POINT (-73.83628 40.749511)
X136-DF0152,CS Metal,"In Shade, Just Outside Playground",NO,X136,Harris Park,X136-01,X,1,X-07,CS Metal-Harris Park-Harris Playground,Active,POINT (-73.892568 40.875241)
Q005-DF0776,E,In Shade,NO,Q005,Baisley Pond Park,Q005-ZN02,Q,1,Q-12,E-Baisley Pond Park-Baisley Pond Park Zone 2,Active,POINT (-73.786577 40.676987)
B068-DF0347,E,"Out in Open, Near Ballfield",NO,B068,Parade Ground,B073-ZN28,B,1,B-14,E-Parade Ground-East Parade Grounds,Active,POINT (-73.968444 40.651089)
M088-DF0310,B,"Near Ballfield, Just Outside Playground",YES,M088,Tompkins Square Park,M088,M,1,M-03,B-Tompkins Square Park,Active,POINT (-73.980843 40.726435)
M229-DF0469,A,"Under Tree, Near Ballfield, In Playground",NO,M229,Happy Warrior Playground,M229,M,1,M-07,A-Happy Warrior Playground,Active,POINT (-73.968852 40.795292)
Q362-DF0351,D,"Out in Open, In Playground",NO,Q362,Playground Ninety,Q362,Q,1,Q-03,D-Playground Ninety,Active,POINT (-73.878422 40.757446)
M022-DF0242,D,"Near Ballfield, Just Outside Playground",NO,M022,De Witt Clinton Park,M022,M,1,M-04,D-De Witt Clinton Park,Active,POINT (-73.994233 40.768485)
R064-DF0089,A,In Shade,YES,R064,Christopher J. Igneri Playground,R064,R,1,R-02,A-Christopher J. Igneri Playground-Comfort Station,Active,POINT (-74.119429 40.608732)
Q346-DF0609,A,Out in Open,YES,Q346,Challenge Playground,Q346,Q,1,Q-11,A-Challenge Playground,Active,POINT (-73.72809 40.756343)
Q099-DF0127,A,"Out in Open, Just Outside Playground",YES,Q099,Flushing Meadows Corona Park,Q099-ZN19,Q,1,Q-15,A-Flushing Meadows Corona Park-Ballfields,Active,POINT (-73.849525 40.741916)
BT15-DF0745,E,Near Ballfield,YES,BT15,Bush Terminal Park,BT15,B,1,B-07,E-Bush Terminal Park,Active,POINT (-74.019562 40.653359)
B251-DF0918,E,Out in Open,YES,B251,Manhattan Beach Park,B251-ZN01,B,1,B-15,E-Manhattan Beach Park-Manhattan Beach Zone 1,Active,POINT (-73.942941 40.576762)
X119-DF0305,A,"Out in Open, In Playground",YES,X119,Alexander's Alley,X119,X,1,X-01,A-Alexander's Alley,Active,POINT (-73.923197 40.811543)
