InspectionID,PRNumber,PR Overall Condition,PR Litter,PR Graffiti,PR Amenities,PR Structural
183240,1,A,A,A,A,A
183241,1,N,N,N,N,N
183199,1,A,A,A,A,A
183200,1,A,A,A,A,A
183202,1,N,N,N,N,N
183203,1,A,A,A,A,A
183204,1,N,N,N,N,N
183204,2,A,A,A,A,A
183171,1,A,A,A,A,A
183174,1,A,A,A,A,A
183176,1,N,N,N,N,N
183178,1,A,A,A,A,A
183181,1,A,A,A,A,A
183195,1,A,A,A,A,A
183198,1,U,A,A,A,A
183146,1,U,N,N,N,N
183150,1,A,A,A,A,A
183154,1,A,A,A,A,A
183164,1,A,A,A,A,A
183164,2,N,N,N,N,N
183166,1,A,A,A,A,A
183118,1,A,A,A,A,A
183119,1,N,N,N,N,N
183121,1,A,A,A,A,A
183123,1,N,N,N,N,N
183130,1,A,A,A,A,A
183134,1,A,A,A,A,A
183135,1,A,A,A,A,A
183138,1,N,N,N,N,N
183140,1,A,A,A,A,A
183143,1,A,A,A,A,A
183083,1,U,U/S,A,U,A
183088,1,N,N,N,N,N
183092,1,A,A,A,A,A
183096,1,A,A,A,A,A
183097,1,A,A,A,A,A
183100,1,A,A,A,A,A
183101,1,A,A,A,A,A
183102,1,A,A,A,A,A
183104,1,N,N,N,N,N
183108,1,A,A,A,A,A
183046,1,A,A,A,A,A
183047,1,A,A,A,A,U
183058,1,A,A,A,A,A
183059,1,N,N,N,N,N
183061,1,N,N,N,N,N
183062,1,N,N,N,N,N
183070,1,A,A,A,A,A
183075,1,N,N,N,N,N
183023,1,A,A,A,A,U
183025,1,A,A,A,A,A
183026,1,A,A,A,U,A
183028,1,A,A,A,A,A
183029,1,U,N,N,N,N
183031,1,A,A,A,A,A
183033,1,A,A,A,A,A
183035,1,A,A,A,A,A
183036,1,N,N,N,N,N
183038,1,A,U,A,A,A
183042,1,N,N,N,N,N
183045,1,N,N,N,N,N
183168,1,N,N,N,N,N
183011,1,N,N,N,N,N
183013,1,N,N,N,N,N
182972,1,A,A,A,A,A
182972,2,A,A,A,A,A
182977,1,A,A,A,A,A
182988,1,A,A,A,A,A
182931,1,A,A,A,A,A
182933,1,A,A,A,A,A
182934,1,U,N,N,N,N
182946,1,A,A,A,A,A
182947,1,A,A,A,A,A
182948,1,U,N,N,N,N
182949,1,A,A,A,A,A
182950,1,A,A,A,A,A
182951,1,A,A,A,A,A
182953,1,A,A,A,A,A
182955,1,A,A,A,U,A
182957,1,A,A,A,A,A
182959,1,A,A,A,A,A
182915,1,A,A,A,A,A
182921,1,A,A,A,A,A
182925,1,N,N,N,N,N
182900,1,N,N,N,N,N
182878,1,A,A,A,A,A
182883,1,A,A,A,A,A
182886,1,N,N,N,N,N
182887,1,A,A,A,A,A
182895,1,A,A,A,A,A
182897,1,A,A,A,A,U
182838,1,A,A,A,A,A
182842,1,A,A,A,A,A
182843,1,N,N,N,N,N
182848,1,A,U,A,A,A
182852,1,A,A,A,A,A
182857,1,U,N,N,N,N
182861,1,A,A,A,A,A
182862,1,A,A,A,A,A
182868,1,A,A,A,A,A
182869,1,A,A,A,A,A
182871,1,A,A,A,A,A
182872,1,A,A,A,A,A
182874,1,A,A,A,A,A
182801,1,N,N,N,N,N
182803,1,A,A,A,A,A
182804,1,A,A,A,A,A
182805,1,A,A,A,A,A
182810,1,A,A,A,A,A
182811,1,A,A,A,A,A
182812,1,A,A,A,A,A
182822,1,A,A,A,A,A
182823,1,A,A,A,A,A
182825,1,N,N,N,N,N
182827,1,A,A,A,A,A
182829,1,A,A,A,A,A
182830,1,A,A,A,A,A
182782,1,A,A,A,A,A
182789,1,A,A,A,A,A
182790,1,A,A,A,A,A
182791,1,A,A,A,A,A
182795,1,N,N,N,N,N
182796,1,A,A,A,A,A
182753,1,N,N,N,N,N
182758,1,N,N,N,N,N
182759,1,A,A,A,A,A
182764,1,A,A,A,A,A
182765,1,N,N,N,N,N
182768,1,A,A,A,A,A
182771,1,A,A,A,U,A
182777,1,A,A,A,A,A
182778,1,A,A,A,A,A
182639,1,N,N,N,N,N
182640,1,A,A,A,A,A
182642,1,A,A,A,A,A
182643,1,A,A,A,A,A
182667,1,A,A,A,U,A
182670,1,A,A,A,A,A
182671,1,N,N,N,N,N
182673,1,A,A,A,A,A
182743,1,A,A,A,A,A
182747,1,N,N,N,N,N
182751,1,A,A,A,U,A
182612,1,A,A,A,A,A
182615,1,A,A,A,A,A
182625,1,A,A,A,A,A
182628,1,A,A,A,A,A
182633,1,A,A,A,A,A
182638,1,A,A,A,A,A
182581,1,A,A,A,U,A
182583,1,U,N,N,N,N
182590,1,N,N,N,N,N
182592,1,N,N,N,N,N
182601,1,A,A,A,A,A
182602,1,A,A,A,A,A
182603,1,N,N,N,N,N
182605,1,A,A,A,A,A
182607,1,A,A,A,A,A
182610,1,A,A,A,A,A
182611,1,A,A,A,A,A
182559,1,A,A,A,U,A
182562,1,A,A,A,A,U
182567,1,A,A,A,A,A
182574,1,A,A,A,A,A
182575,1,A,A,A,A,A
182575,2,A,A,A,A,A
182576,1,A,A,A,A,A
182528,1,N,N,N,N,N
182529,1,A,A,A,A,A
182530,1,N,N,N,N,N
182531,1,A,A,A,A,A
182547,1,N,N,N,N,N
182554,1,A,A,A,A,U
182556,1,A,A,A,A,A
182507,1,A,A,A,A,A
182508,1,A,A,A,A,A
182511,1,U,N,N,N,N
182522,1,A,A,A,A,A
182522,2,A,A,A,A,A
182477,1,A,A,A,A,A
182477,2,A,A,A,A,A
182484,1,A,A,A,A,A
182488,1,A,A,A,A,A
182489,1,A,A,A,A,A
182490,1,N,N,N,N,N
182495,1,A,A,A,A,A
182496,1,A,A,A,A,A
182497,1,A,A,A,A,A
182500,1,A,A,A,A,A
182501,1,N,N,N,N,N
182502,1,A,A,A,A,A
182444,1,U,N,N,N,N
182446,1,A,A,A,A,A
182449,1,N,N,N,N,N
182450,1,U,A,A,A,A
182455,1,A,A,A,A,A
182461,1,A,A,A,A,A
182463,1,A,A,A,A,A
182466,1,A,A,A,A,A
182468,1,A,A,A,A,A
182473,1,A,A,A,A,A
182412,1,A,A,A,A,A
182418,1,A,A,A,A,A
182424,1,U,N,N,N,N
182430,1,A,A,A,A,A
182433,1,U,A,A,A,A
182435,1,N,N,N,N,N
182401,1,A,A,A,A,A
182405,1,A,A,A,A,A
182408,1,N,N,N,N,N
182410,1,N,N,N,N,N
182370,1,A,A,A,A,U
182371,1,A,A,A,A,A
182373,1,A,A,A,A,A
182374,1,A,A,A,A,A
182378,1,A,A,A,A,A
182354,1,A,A,A,A,A
182356,1,A,A,A,A,A
182360,1,A,A,A,A,A
182307,1,N,N,N,N,N
182308,1,A,A,A,A,A
182313,1,U,N,N,N,N
182317,1,A,A,A,A,A
182320,1,A,A,A,A,A
182321,1,A,A,A,U,A
182323,1,A,A,A,U,A
182324,1,N,N,N,N,N
182324,2,A,A,A,A,A
182329,1,A,A,A,A,A
182333,1,A,A,A,A,A
182334,1,A,A,A,A,A
182278,1,A,A,A,A,A
182279,1,A,A,A,A,U
182280,1,A,A,A,A,A
182284,1,A,A,A,A,A
182293,1,A,A,A,A,A
182296,1,A,A,A,A,A
182304,1,N,N,N,N,N
182244,1,A,A,A,A,A
182253,1,A,A,A,A,A
182256,1,N,N,N,N,N
182260,1,A,A,A,A,A
182264,1,U,N,N,N,N
182268,1,A,A,A,A,A
182195,1,A,A,A,U,A
182197,1,A,A,A,A,A
182202,1,U,N,N,N,N
182203,1,A,A,A,A,A
182207,1,A,A,A,A,A
182210,1,U,U,A,U,A
182215,1,A,A,A,A,A
182218,1,N,N,N,N,N
182220,1,A,A,A,A,A
182221,1,A,A,A,A,A
182227,1,A,A,A,U,A
182233,1,A,A,A,A,A
182173,1,A,A,A,A,A
182175,1,A,A,A,A,A
182180,1,A,A,A,A,A
182181,1,A,A,A,A,A
182184,1,A,A,A,A,A
182186,1,A,A,A,A,A
182187,1,A,A,A,A,A
182188,1,A,A,A,A,U
182190,1,A,A,A,A,A
182193,1,A,A,A,A,U
182149,1,N,N,N,N,N
182150,1,A,A,A,A,A
182150,2,N,N,N,N,N
182154,1,A,A,A,U,A
182156,1,N,N,N,N,N
182157,1,A,A,A,A,A
182158,1,A,A,A,A,A
182159,1,N,N,N,N,N
182162,1,A,A,A,A,U
182167,1,A,A,A,U,A
182169,1,A,A,A,A,A
182170,1,N,N,N,N,N
182142,1,A,A,A,A,A
182122,1,A,A,A,A,A
182124,1,A,A,A,A,A
182126,1,A,A,A,A,A
182128,1,U,N,N,N,N
182129,1,A,A,A,A,A
182099,1,A,A,A,A,A
182101,1,A,A,A,A,A
182110,1,A,A,A,A,A
182111,1,A,A,A,A,A
182113,1,N,N,N,N,N
182119,1,A,A,A,A,A
182076,1,A,A,A,A,A
182079,1,A,N,N,N,N
182081,1,N,N,N,N,N
182084,1,U,N,N,N,N
182085,1,A,A,A,A,A
182087,1,A,A,A,U,A
182088,1,A,A,A,A,A
182092,1,A,A,A,A,A
182063,1,U,N,N,N,N
182064,1,A,A,A,U,A
182068,1,U,N,N,N,N
182069,1,N,N,N,N,N
182073,1,A,A,A,A,A
182020,1,A,A,A,A,A
182022,1,A,A,A,A,A
182024,1,N,N,N,N,N
182027,1,A,A,A,A,A
182033,1,U,N,N,N,N
182036,1,U,N,N,N,N
182042,1,A,A,A,A,A
182044,1,U,N,N,N,N
181993,1,A,A,A,A,A
181997,1,A,A,A,A,A
181998,1,A,A,A,A,A
182000,1,N,N,N,N,N
182001,1,A,A,A,A,A
182004,1,A,A,A,A,A
182006,1,A,A,A,A,A
182010,1,N,N,N,N,N
181949,1,A,A,A,A,A
181958,1,A,A,A,A,A
181965,1,N,N,N,N,N
181966,1,A,A,A,A,A
181968,1,A,A,A,A,A
181970,1,A,A,A,A,A
181973,1,A,A,A,A,A
181976,1,N,N,N,N,N
181977,1,A,A,A,A,A
181983,1,N,N,N,N,N
181986,1,N,N,N,N,N
181918,1,U,N,N,N,N
181922,1,A,A,A,A,A
181923,1,A,A,A,A,U
181926,1,A,A,A,A,A
181928,1,A,A,A,A,A
181934,1,A,A,A,A,A
181935,1,N,N,N,N,N
181938,1,A,A,A,A,A
181941,1,N,N,N,N,N
181883,1,A,A,A,A,A
181890,1,A,A,A,A,A
181894,1,A,A,A,A,A
181901,1,A,A,A,A,A
181905,1,U,N,N,N,N
181913,1,A,A,A,A,U
181914,1,A,A,A,A,A
181864,1,N,N,N,N,N
181864,2,A,U,A,A,A
181865,1,A,A,A,A,A
181867,1,N,N,N,N,N
181869,1,A,A,A,A,A
181872,1,A,A,A,A,A
181877,1,A,A,A,A,A
181880,1,N,N,N,N,N
181801,1,N,N,N,N,N
181802,1,A,A,A,A,A
181814,1,A,A,A,A,A
181816,1,N,N,N,N,N
181818,1,A,A,A,A,A
181819,1,N,N,N,N,N
181821,1,A,A,A,A,A
181822,1,N,N,N,N,N
181823,1,N,N,N,N,N
181824,1,N,N,N,N,N
181825,1,N,N,N,N,N
181826,1,N,N,N,N,N
181830,1,A,A,A,A,A
181765,1,A,A,A,A,A
181766,1,A,A,A,A,A
181767,1,U,N,N,N,N
181773,1,N,N,N,N,N
181778,1,A,A,A,A,A
181779,1,N,N,N,N,N
181780,1,A,A,A,U,A
181782,1,A,A,A,U,A
181783,1,N,N,N,N,N
181784,1,A,A,A,U,A
181789,1,N,N,N,N,N
181743,1,A,A,A,A,A
181744,1,A,A,A,A,A
181745,1,A,A,A,A,A
181747,1,A,A,A,A,U
181753,1,N,N,N,N,N
181759,1,A,A,A,A,A
181761,1,A,A,A,A,A
181762,1,A,A,A,A,A
181708,1,A,A,A,A,A
181711,1,A,A,A,A,A
181715,1,N,N,N,N,N
181716,1,A,A,A,A,A
181724,1,A,A,A,A,A
181725,1,A,A,A,A,U
181727,1,A,A,A,A,A
181729,1,A,A,A,A,A
181734,1,A,A,A,A,A
181736,1,U,N,N,N,N
181738,1,A,A,A,A,A
181739,1,A,A,A,A,A
181690,1,A,A,A,A,A
181696,1,A,N,N,N,N
181698,1,A,A,A,A,U
181702,1,N,N,N,N,N
181703,1,U,A,A,A,A
181658,1,A,A,A,A,A
181659,1,U,N,N,N,N
181669,1,U,N,N,N,N
181672,1,A,A,A,A,U
181673,1,A,A,A,A,A
181674,1,A,A,A,A,A
181675,1,A,A,A,A,A
181680,1,U,N,N,N,N
181683,1,A,A,A,U,A
181684,1,A,A,A,A,A
181685,1,A,A,A,A,A
181686,1,U,A,A,U,A
181634,1,A,A,A,A,A
181640,1,U,N,N,N,N
181616,1,A,A,A,A,A
181619,1,A,A,A,A,A
181620,1,A,A,A,A,A
181621,1,U,A,A,U,U
181623,1,A,A,A,A,A
181624,1,N,N,N,N,N
181561,1,A,A,A,A,A
181563,1,N,N,N,N,N
181565,1,A,A,A,A,A
181552,1,A,A,A,A,A
181553,1,U,A,A,A,A
181527,1,A,N,N,N,N
181529,1,A,A,A,A,A
181532,1,A,A,A,A,A
181536,1,A,A,A,A,A
181538,1,A,A,A,A,A
181542,1,A,A,A,A,A
181544,1,A,A,A,A,A
181545,1,A,A,A,A,A
181550,1,A,A,A,A,A
181499,1,A,A,A,A,A
181510,1,A,A,A,A,A
181511,1,A,A,A,A,A
181513,1,U,A,A,A,A
181514,1,A,A,A,A,A
181520,1,A,A,A,A,A
181475,1,A,A,A,A,A
181475,2,N,N,N,N,N
181482,1,A,A,A,A,A
181491,1,A,A,A,A,A
181494,1,A,A,A,A,A
181496,1,U,U,U,A,A
181436,1,A,A,A,A,A
181442,1,N,N,N,N,N
181443,1,A,A,A,A,A
181445,1,A,A,A,A,A
181446,1,A,A,A,A,A
181452,1,A,A,A,A,A
181457,1,A,A,A,A,A
181460,1,N,N,N,N,N
181463,1,A,A,A,A,A
181465,1,A,A,A,A,A
181413,1,N,N,N,N,N
181415,1,A,A,A,A,A
181416,1,A,A,A,U,A
181419,1,N,N,N,N,N
181420,1,A,A,A,U,A
181423,1,A,A,A,A,A
181426,1,N,N,N,N,N
181433,1,A,A,A,A,A
181376,1,A,A,A,U,A
181377,1,A,A,A,U,A
181379,1,A,A,A,A,A
181383,1,A,A,A,A,A
181387,1,A,A,A,A,A
181388,1,U,N,N,N,N
181391,1,A,A,A,A,A
181393,1,A,A,A,A,A
181394,1,N,N,N,N,N
181395,1,N,N,N,N,N
181397,1,A,A,A,A,A
181400,1,N,N,N,N,N
181402,1,A,A,A,A,A
181342,1,A,A,A,A,A
181346,1,U,A,A,A,A
181347,1,A,A,A,A,U
181351,1,A,A,A,A,A
181353,1,A,A,A,A,A
181354,1,A,A,A,U,A
181357,1,A,A,A,A,A
181360,1,A,A,A,A,A
181361,1,A,A,A,A,U
181365,1,A,A,A,A,A
181365,2,A,A,A,A,A
181369,1,N,N,N,N,N
181323,1,A,A,A,A,A
181329,1,N,N,N,N,N
181331,1,U,A,A,U,U
181335,1,A,U,A,A,A
181338,1,A,A,A,A,A
181341,1,N,N,N,N,N
181312,1,A,A,A,A,A
181287,1,N,N,N,N,N
181290,1,A,A,A,A,A
181291,1,A,A,A,A,A
181292,1,N,N,N,N,N
181294,1,A,A,A,A,A
181299,1,A,A,A,A,A
181260,1,N,N,N,N,N
181262,1,A,A,A,A,A
181266,1,N,N,N,N,N
181268,1,A,A,A,U,A
181277,1,A,A,A,A,A
181278,1,A,A,A,A,A
181305,1,U,U/S,A,A,A
181308,1,A,A,A,U,A
181245,1,N,N,N,N,N
181247,1,A,A,A,A,A
181255,1,A,A,A,A,U
181255,2,A,A,A,A,U
181256,1,A,A,A,A,U
181197,1,A,A,A,A,A
181207,1,N,N,N,N,N
181210,1,A,A,A,A,A
181215,1,N,N,N,N,N
181219,1,A,A,A,A,A
181224,1,A,A,A,A,A
181228,1,N,N,N,N,N
181163,1,A,A,A,U,A
181164,1,A,A,A,A,A
181165,1,N,N,N,N,N
181168,1,U,A,A,A,U
181176,1,A,A,A,A,A
181177,1,A,A,A,A,A
181178,1,A,A,A,A,A
181179,1,A,A,A,A,A
181189,1,A,A,A,A,A
181194,1,A,A,A,A,A
181195,1,U,U,A,U,A
181196,1,A,A,A,A,A
181138,1,A,A,A,A,A
181144,1,N,N,N,N,N
181145,1,N,N,N,N,N
181149,1,U,A,A,A,U/S
181150,1,A,A,A,A,A
181152,1,A,A,A,A,A
181154,1,A,A,A,A,A
181093,1,A,A,A,A,A
181094,1,A,A,A,A,A
181102,1,A,A,A,A,A
181103,1,A,A,A,A,A
181104,1,N,N,N,N,N
181108,1,N,N,N,N,N
181109,1,N,N,N,N,N
181113,1,A,A,A,A,U
181114,1,U,A,A,A,U/S
181119,1,N,N,N,N,N
181123,1,A,A,A,A,A
181131,1,A,A,A,A,A
181090,1,N,N,N,N,N
181061,1,N,N,N,N,N
181062,1,N,N,N,N,N
181064,1,A,A,A,A,A
181070,1,A,A,A,A,A
181074,1,A,A,A,A,U
181078,1,A,A,A,A,A
181079,1,A,A,A,U,A
181080,1,A,A,A,A,A
181081,1,A,A,A,A,A
181083,1,N,N,N,N,N
181084,1,N,N,N,N,N
181085,1,N,N,N,N,N
181042,1,A,A,A,A,A
181044,1,N,N,N,N,N
181047,1,A,A,A,A,A
181054,1,N,N,N,N,N
181055,1,N,N,N,N,N
180981,1,N,N,N,N,N
180985,1,N,N,N,N,N
180991,1,A,A,A,A,A
180930,1,A,A,A,A,A
180934,1,N,N,N,N,N
180936,1,A,A,A,A,A
180940,1,A,A,A,A,A
180942,1,A,A,A,A,U
180945,1,N,N,N,N,N
180956,1,A,A,A,A,A
180957,1,A,A,A,A,A
180959,1,A,A,A,A,A
180961,1,N,N,N,N,N
180969,1,A,A,A,A,A
180970,1,A,A,A,A,A
180910,1,A,A,A,A,A
180911,1,A,A,A,A,A
180913,1,A,A,A,A,A
180917,1,U,A,A,A,U/S
180922,1,A,A,A,A,A
180929,1,U,N,N,N,N
180874,1,A,A,A,A,A
180875,1,A,A,A,A,A
180877,1,A,A,A,A,A
180879,1,A,A,A,A,A
180882,1,A,A,A,A,A
180883,1,U,U/S,A,U,A
180887,1,A,A,A,A,A
180888,1,A,A,A,U,A
180897,1,A,A,A,A,A
180899,1,A,A,A,A,A
180900,1,A,A,A,U,A
180905,1,A,A,A,A,A
180907,1,U,N,N,N,N
180908,1,U,A,A,A,U/S
180853,1,A,A,A,A,A
180856,1,A,A,A,U,A
180859,1,U,N,N,N,N
180860,1,A,A,A,A,A
180861,1,A,A,A,A,A
180866,1,A,A,A,U,A
180867,1,A,A,A,A,A
180815,1,A,A,A,A,U
180818,1,U,A,A,A,A
180821,1,A,A,A,A,A
180824,1,U,U/S,A,A,A
180826,1,U,N,N,N,N
180828,1,A,A,A,A,A
180829,1,N,N,N,N,N
180831,1,N,N,N,N,N
180833,1,A,A,A,A,U
180841,1,A,U,A,A,A
180844,1,A,A,A,A,A
180845,1,A,A,A,A,A
180789,1,A,A,A,A,A
180792,1,U,A,A,U,U
180797,1,A,A,A,A,A
180799,1,A,A,A,A,A
180807,1,A,A,A,U,A
180770,1,A,A,A,A,A
180771,1,A,A,A,A,A
180773,1,N,N,N,N,N
180779,1,A,A,A,A,A
180781,1,A,A,A,A,A
180758,1,A,A,A,U,A
180760,1,U,N,N,N,N
180762,1,A,A,A,A,A
180739,1,N,N,N,N,N
180740,1,A,A,A,A,A
180746,1,A,A,A,A,A
180747,1,A,A,A,A,A
180747,2,A,A,A,A,A
180751,1,A,A,A,A,A
180753,1,A,A,A,A,A
180716,1,A,A,A,A,A
180717,1,N,N,N,N,N
180719,1,A,A,A,A,A
180720,1,A,A,A,A,A
180722,1,A,A,A,A,A
180723,1,A,A,A,A,A
180697,1,A,A,A,A,A
180698,1,A,A,A,A,A
180699,1,A,A,A,A,U
180701,1,A,A,A,A,A
180654,1,A,A,A,A,A
180658,1,A,A,A,A,A
180661,1,A,A,A,A,A
180672,1,U,A,A,A,U/S
180681,1,A,A,A,A,A
180683,1,U,A,A,U,U
180684,1,A,A,A,A,A
180690,1,N,N,N,N,N
180604,1,A,A,A,A,A
180605,1,A,A,A,U,A
180611,1,A,A,A,A,U
180613,1,A,A,A,A,U
180616,1,A,A,A,A,A
180617,1,A,A,A,A,A
180618,1,N,N,N,N,N
180621,1,N,N,N,N,N
180634,1,A,A,A,A,A
180636,1,A,A,A,A,A
180637,1,A,A,A,A,A
180644,1,A,A,A,A,U
180645,1,A,A,A,A,A
180647,1,A,A,A,A,A
180651,1,A,A,A,A,A
180653,1,A,A,A,A,A
180579,1,A,A,A,A,A
180581,1,N,N,N,N,N
180593,1,A,A,A,A,A
180595,1,N,N,N,N,N
180600,1,N,N,N,N,N
180601,1,U,N,N,N,N
180603,1,A,A,A,A,A
180531,1,N,A,N,A,N
180537,1,N,N,N,N,N
180538,1,A,A,A,A,A
180539,1,A,A,A,A,A
180545,1,U,N,N,N,N
180556,1,N,A,N,A,N
180558,1,N,A,N,A,N
180562,1,A,A,A,A,A
180563,1,A,A,A,A,A
180564,1,A,A,A,A,A
180567,1,A,A,A,A,A
180569,1,A,A,A,A,A
180522,1,N,A,N,A,N
180523,1,N,A,N,A,N
180523,2,N,A,N,A,N
180526,1,N,A,N,A,N
180528,1,N,A,N,A,N
180530,1,N,A,N,A,N
180496,1,A,A,A,A,A
180501,1,A,A,A,A,A
180502,1,U,A,A,A,A
180503,1,A,A,A,A,A
180504,1,A,A,A,A,A
180507,1,A,A,A,A,A
180509,1,N,N,N,N,N
180513,1,A,A,A,A,A
180517,1,A,A,A,A,A
180460,1,N,N,N,N,N
180461,1,A,A,A,A,A
180463,1,A,A,A,A,A
180465,1,N,N,N,N,N
180468,1,N,N,N,N,N
180470,1,A,A,A,A,A
180472,1,A,A,A,U,A
180473,1,A,A,A,A,A
180476,1,A,A,A,A,A
180477,1,A,A,A,A,A
180483,1,A,U,A,A,A
180484,1,A,A,A,A,A
180488,1,N,N,N,N,N
180489,1,A,A,A,A,A
180490,1,A,A,A,A,A
180492,1,A,A,A,A,A
180444,1,A,A,A,A,A
180452,1,A,A,A,A,A
180413,1,A,A,A,A,A
180416,1,A,A,A,A,A
180417,1,A,A,A,A,A
180418,1,A,A,A,A,U
180427,1,A,A,A,A,A
180385,1,A,A,A,A,A
180386,1,A,A,A,A,A
180387,1,A,A,N,A,N
180392,1,A,A,N,A,N
180398,1,N,A,N,A,N
180400,1,N,A,N,A,N
180405,1,A,A,A,A,U
180378,1,N,A,N,A,N
180380,1,N,A,N,U,N
180380,2,N,A,N,A,N
180381,1,N,A,N,A,N
180383,1,N,A,N,A,N
180353,1,A,A,A,A,A
180354,1,A,A,A,A,A
180364,1,A,A,A,A,A
180365,1,A,A,U,A,A
180368,1,A,A,A,A,A
180311,1,A,A,A,A,A
180314,1,A,A,A,A,A
180318,1,A,A,A,A,A
180321,1,A,A,A,A,A
180330,1,A,A,A,A,A
180338,1,N,N,N,N,N
180339,1,A,A,A,A,A
180340,1,N,N,N,N,N
180343,1,A,A,A,A,A
180344,1,A,A,A,U,A
180345,1,A,A,A,U,A
180278,1,A,A,A,A,A
180292,1,A,A,A,A,A
180293,1,A,A,A,A,A
180295,1,A,A,A,A,A
180248,1,A,A,A,A,A
180249,1,A,A,A,A,A
180254,1,A,A,A,A,A
180255,1,U,N,N,N,N
180256,1,A,A,A,A,A
180257,1,A,A,A,A,A
180260,1,A,A,A,A,A
180264,1,N,N,N,N,N
180265,1,A,A,A,A,A
180268,1,A,A,A,A,A
180269,1,A,A,A,A,A
180270,1,A,A,A,A,A
180217,1,A,A,A,A,A
180219,1,A,A,A,A,A
180221,1,A,A,A,A,A
180228,1,A,A,A,A,A
180238,1,A,A,A,A,A
180243,1,A,A,A,A,A
180211,1,N,A,N,A,N
180190,1,A,A,A,A,A
180198,1,A,A,A,A,A
180200,1,A,A,A,A,A
180137,1,A,A,A,A,A
180139,1,U,N,N,N,N
180141,1,A,A,A,A,A
180144,1,A,A,A,A,A
180146,1,N,N,N,N,N
180149,1,N,N,N,N,N
180149,2,N,N,N,N,N
180151,1,A,A,A,A,A
180152,1,A,A,A,A,A
180154,1,A,A,A,A,A
180162,1,A,A,A,A,A
180163,1,A,A,A,A,A
180164,1,A,A,A,A,A
180165,1,A,A,A,A,A
180171,1,A,A,A,A,A
180112,1,U,A,A,A,U
180112,2,N,N,N,N,N
180113,1,A,A,A,A,A
180114,1,A,A,A,U,A
180119,1,A,A,A,A,A
180124,1,A,A,A,A,A
180131,1,A,A,A,A,A
180047,1,A,A,A,U,A
180049,1,A,A,A,A,A
180050,1,A,A,A,A,A
180055,1,A,A,A,A,A
180056,1,A,A,A,A,A
180062,1,A,A,A,A,U
180065,1,A,A,A,A,A
180068,1,A,A,A,A,U
180071,1,A,A,A,U,A
180073,1,A,A,A,A,A
180074,1,A,A,A,A,A
180075,1,A,A,A,A,A
180077,1,N,N,N,N,N
180080,1,A,A,A,A,A
180081,1,A,A,A,A,A
180085,1,N,N,N,N,N
180087,1,A,A,A,U,A
180039,1,N,A,N,A,N
180040,1,N,A,N,A,N
180041,1,N,N,N,N,N
180028,1,N,A,N,A,N
180010,1,A,A,A,A,A
180013,1,N,N,N,N,N
180037,1,A,A,A,A,A
179983,1,A,A,A,A,A
179984,1,A,A,A,A,U
179986,1,A,A,A,A,A
179988,1,A,A,A,A,A
179991,1,A,A,A,A,A
179995,1,A,A,A,A,A
179998,1,A,A,A,A,A
180000,1,A,A,A,A,A
180005,1,A,A,A,A,A
179944,1,A,A,A,U,A
179948,1,A,N,N,N,N
179949,1,N,N,N,N,N
179950,1,A,A,A,A,A
179960,1,A,A,A,A,A
179962,1,A,A,A,A,A
179967,1,A,A,A,A,A
179967,2,A,A,A,A,A
179968,1,A,A,A,A,A
179970,1,N,N,N,N,N
179913,1,N,N,N,N,N
179927,1,A,A,A,A,A
179928,1,N,N,N,N,N
179929,1,A,A,A,A,A
179930,1,A,A,A,A,A
179931,1,A,A,A,U,A
179934,1,A,A,A,A,A
179934,2,A,A,A,A,A
179869,1,A,A,A,A,A
179870,1,U,N,N,N,N
179872,1,A,A,A,A,U
179874,1,A,A,A,A,A
179880,1,A,A,A,A,A
179889,1,A,A,A,A,A
179895,1,A,A,A,A,A
179899,1,A,A,A,U,A
179906,1,A,A,A,U,A
179909,1,A,A,A,A,A
179911,1,N,N,N,N,N
179854,1,N,A,N,A,N
179854,2,N,A,N,A,N
179855,1,N,A,N,A,N
179857,1,N,A,N,A,N
179858,1,N,U/S,N,A,N
179860,1,N,A,N,A,N
179861,1,N,A,N,A,N
179862,1,N,A,N,A,N
179841,1,N,A,N,A,N
179844,1,N,A,N,A,N
179844,2,N,N,N,N,N
179845,1,N,A,N,A,N
179847,1,N,A,N,A,N
179848,1,N,A,N,A,N
179849,1,N,N,N,N,N
179825,1,N,N,N,N,N
179828,1,N,N,N,N,N
179833,1,U,A,U,U,A
179810,1,A,A,A,A,A
179815,1,A,A,A,A,U
179818,1,A,A,A,A,A
179794,1,A,A,A,A,A
179797,1,N,N,N,N,N
179799,1,A,A,A,A,A
179802,1,U,N,N,N,N
179804,1,A,A,A,A,A
179730,1,N,N,N,N,N
179731,1,A,A,A,A,A
179737,1,A,A,A,A,U
179744,1,A,A,A,A,A
179744,2,A,A,A,A,A
179745,1,A,A,A,A,A
179746,1,A,A,A,A,A
179747,1,A,A,A,A,A
179750,1,U,A,A,U,U
179752,1,A,N,N,N,N
179756,1,A,A,A,A,A
179711,1,N,A,N,U,N
179715,1,A,A,A,A,A
179721,1,N,A,N,A,N
179723,1,N,A,N,A,N
179729,1,A,A,A,A,A
179697,1,N,A,N,A,N
179698,1,N,A,N,A,N
179701,1,N,A,N,A,N
179702,1,N,A,N,A,N
179703,1,N,A,N,A,N
179706,1,N,A,N,A,N
179707,1,N,A,N,U,N
179708,1,N,A,N,A,N
179689,1,A,A,A,U,A
