prop_name,category,boro,rated,year,season,round,prop_location,visitor_count,pr_litter,pr_overall_condition
Fulton Park,Small Park,Brooklyn,Yes,2022,Summer,3,Chauncey St. bet. Lewis Ave. and Stuyvesant Ave.,12,A,A
Jack Breininger Park,Small Park,Queens,Yes,2022,Summer,3,240 St. bet. Braddock Ave. and Fairbury Ave.,40,A,A
Jesse Owens Playground,Small Park,Brooklyn,Yes,2022,Summer,3,Lafayette Ave. bet. Stuyvesant Ave. and Malcom X Blvd.,34,A,A
Hollis Playground,Small Park,Queens,Yes,2022,Summer,3,Hollis Ave. bet. 204 St. and 205 St.,20,A,A
Century Playground,Small Park,Brooklyn,Yes,2022,Summer,3,W. Brighton Ave. between W. 2 St. and W. 3 St.,15,N,U
Forest Park,Large Park,Queens,Yes,2022,Summer,3,"Myrtle Ave, Union Tpke, Park Lane S",92,A,N
Friends Field,Large Park,Brooklyn,Yes,2022,Summer,3,"Ave. L, E. 4 St., Mcdonald Ave., Ave. M",17,N,N
Ferry Point Park,Large Park,Bronx,Yes,2022,Summer,3,"Schley Ave., LI Sound bet. Westchester Creek and Balcom Ave.",2000,U,N
Little Bay Park,Large Park,Queens,Yes,2022,Summer,3,Cross Island Pkwy. bet. Utopia Pkwy. and Totten Ave.,120,A,N
Shore Park and Parkway,Large Park,Brooklyn,Yes,2022,Summer,3,"4 Ave., Shore Rd., Belt Pkwy., Verrazano Bridge",32,N,U
Astoria Park,Large Park,Queens,Yes,2022,Summer,3,19 St. bet. Astoria Park S. and Ditmars Blvd.,NA,A,A
Friends Field,Large Park,Brooklyn,Yes,2022,Summer,3,"Ave. L, E. 4 St., Mcdonald Ave., Ave. M",27,A,A
Baisley Pond Park,Small Park,Queens,Yes,2022,Summer,3,"N. Conduit Ave., 116 Ave. bet. 150 St., Suptin Blvd., and Baisley Blvd. S.",21,A,A
Flushing Meadows Corona Park,Small Park,Queens,Yes,2022,Summer,3,"Grand Central Pkwy, Van Wyck Exwy",25,A,A
McCarren Park,Large Park,Brooklyn,Yes,2022,Summer,2,"Nassau Ave, Bayard, Leonard & N 12 Sts",200,A,N
McCarren Park,Large Park,Brooklyn,Yes,2022,Summer,2,"Nassau Ave, Bayard, Leonard & N 12 Sts",200,A,N
Herbert Von King Park,Large Park,Brooklyn,Yes,2022,Summer,2,"Marcy Ave., Tompkins Ave., bet. Greene Ave. and Lafayette Ave.",200,A,N
Highland Park,Large Park,Queens,Yes,2022,Summer,2,"Highland Blvd, Jamaica Ave, Jackie Robinson Pkwy",1500,A,N
Cunningham Park,Large Park,Queens,Yes,2022,Summer,2,"Horace Harding Expwy, Grand Central Pkwy",40,A,N
Williamsbridge Oval,Large Park,Bronx,Yes,2022,Summer,2,"Van Cortlandt Ave. East, Resevoir Oval E",250,A,N
Van Cortlandt Park,Large Park,Bronx,Yes,2022,Summer,2,"Broadway, Jerome Ave,City Line,Van Cortlandt Pk S",25,A,N
Kissena Corridor Park,Small Park,Queens,Yes,2022,Summer,2,"Lawrence St,N Hempstead Tpk,Elder Ave,Kissena Blvd",NA,A,A
Kissena Corridor Park,Large Park,Queens,Yes,2022,Summer,2,"Lawrence St,N Hempstead Tpk,Elder Ave,Kissena Blvd",15,A,A
Luther Gulick Park,Small Park,Manhattan,Yes,2022,Summer,2,"Columbia St, Delancey St and Bialystoker Pl",17,A,A
Pelham Bay Park,Large Park,Bronx,Yes,2022,Summer,2,"Bruckner Blvd, Eastchester, Hutchinson",25,A,A
Pelham Bay Park,Large Park,Bronx,Yes,2022,Summer,2,"Bruckner Blvd, Eastchester, Hutchinson",25,A,A
Van Cortlandt Park,Small Park,Bronx,Yes,2022,Summer,2,"Broadway, Jerome Ave,City Line,Van Cortlandt Pk S",0,N,N
Auburndale Playground,Small Park,Queens,Yes,2022,Summer,2,"171 St., 172 St. bet. 33 Ave. and 35 Ave.",8,A,A
Marble Hill Playground,Small Park,Bronx,Yes,2022,Summer,2,Marble Hill Av bet. W 230 St and W 228 St,15,A,A
Fort Independence Playground,Small Park,Bronx,Yes,2022,Summer,2,Jerome Park Resevoir and Sedgwick Av bet. W,15,A,A
Richman (Echo) Park,Small Park,Bronx,Yes,2022,Summer,2,Valentine Av bet. E Tremont Av and E Burnside Ave,45,A,A
MacArthur Playground,Small Park,Manhattan,Yes,2022,Summer,2,"E. 48 St. To E. 49 St., FDR",25,A,A
Barretto Point Park,Small Park,Bronx,Yes,2022,Summer,2,Viele Ave. bet. Tiffany St. and Barretto St.,53,A,A
Sol Bloom Playground,Small Park,Manhattan,Yes,2022,Summer,2,"Columbus Ave., W. 91 St. To W. 92 St., Central Park W.",50,N,N
Horace Harding Playground,Small Park,Queens,Yes,2022,Summer,2,62 Dr. bet. 97 Pl. and 98 St.,45,A,A
Margaret I. Carman Green - Weeping Beech,Small Park,Queens,Yes,2022,Summer,2,37 Ave. bet. Bowne St. and Parsons Blvd.,46,A,A
Captain Tilly Park,Large Park,Queens,Yes,2022,Summer,2,"Highland Ave., 85 Ave. bet. 165 St. and Chapin Pkwy.",25,A,N
Alley Pond Park,Large Park,Queens,Yes,2022,Summer,2,"Little Neck Bay to Springfield Blvd, Union Tpke",125,A,N
Randall's Island Park,Large Park,Manhattan,Yes,2022,Summer,2,East River and Harlem River,101,A,N
Randall's Island Park,Large Park,Manhattan,Yes,2022,Summer,2,East River and Harlem River,101,N,N
Macombs Dam Park,Large Park,Bronx,Yes,2022,Summer,2,"River Ave. to the Harlem River bet. E. 157 St. , W. 161 St. and E. 164 St.",450,U,N
Flushing Meadows Corona Park,Small Park,Queens,Yes,2022,Summer,2,"Grand Central Pkwy, Van Wyck Exwy",12,A,A
Flushing Meadows Corona Park,Small Park,Queens,Yes,2022,Summer,2,"Grand Central Pkwy, Van Wyck Exwy",1,N,N
Highland Park,Large Park,Queens,Yes,2022,Summer,2,"Highland Blvd, Jamaica Ave, Jackie Robinson Pkwy",20,N,N
Flushing Meadows Corona Park,Small Park,Queens,Yes,2022,Summer,2,"Grand Central Pkwy, Van Wyck Exwy",2,A,A
Highland Park,Large Park,Queens,Yes,2022,Summer,2,"Highland Blvd, Jamaica Ave, Jackie Robinson Pkwy",85,A,A
E.M.T. Christopher J. Prescott Playground,Small Park,Staten Island,Yes,2022,Summer,2,Edith Ave. at Irvington St.,42,A,A
Pfc Norton Playground,Small Park,Brooklyn,Yes,2022,Summer,2,Nostrand Ave. bet. Kings Hwy. and Ave. P,20,A,U
Mellett Playground,Small Park,Brooklyn,Yes,2022,Summer,2,Avenue V bet. E. 13 St. and E. 14 St.,3,N,N
Fort Washington Park,Large Park,Manhattan,Yes,2022,Summer,2,"Riverside Dr., Hudson River, W. 155 St. to Dyckman St.",NA,A,A
Central Park,Large Park,Manhattan,Yes,2022,Summer,2,"5 Av To Central Park W, 59 St To 110 St",84,A,A
Central Park,Large Park,Manhattan,Yes,2022,Summer,2,"5 Av To Central Park W, 59 St To 110 St",77,A,A
Gerard P. Dugan Playground,Small Park,Staten Island,Yes,2022,Summer,2,Mill Rd. to Weed Ave. bet. Tysens La. and Isernia Ave.,0,N,N
Old Town Playground,Small Park,Staten Island,Yes,2022,Summer,2,Parkinson Ave. at Kramer St.,0,A,A
Riverbend Playground,Small Park,Bronx,Yes,2022,Summer,2,Bailey Ave. bet. W. Kingsbridge Rd. and W. 193 St.,3,A,A
Linden Park,Small Park,Brooklyn,Yes,2022,Summer,2,Vermont St. bet. Linden Blvd. and Stanley Ave.,15,A,A
Lanett Playground,Small Park,Queens,Yes,2022,Summer,2,Lanett Ave. bet. Beach 9 St. and Beach 8 St.,17,A,A
Springfield Park North,Small Park,Queens,Yes,2022,Summer,2,145 Rd. bet. Arthur St. and Springfield Blvd.,101,A,A
Jerome Playground,Small Park,Brooklyn,Yes,2022,Summer,2,Wortman Ave. between Jerome St. and Warwick St.,2,N,N
Brevoort Playground,Small Park,Brooklyn,Yes,2022,Summer,2,Ralph Ave. bet. Chauncey St. and Sumpter St.,3,A,A
St. Andrew's Playground,Small Park,Brooklyn,Yes,2022,Summer,2,"Atlantic Ave., Herkimer St., Kingston Ave., St Andrew's Pl.",25,U/S,U
Central Park,Large Park,Manhattan,Yes,2022,Summer,2,"5 Av To Central Park W, 59 St To 110 St",200,U,A
Central Park,Large Park,Manhattan,Yes,2022,Summer,2,"5 Av To Central Park W, 59 St To 110 St",300,A,A
John Allen Payne Playground,Small Park,Brooklyn,Yes,2022,Summer,2,3 Ave. bet. 64 St. and 65 St.,6,A,A
Russell Pedersen Playground,Small Park,Brooklyn,Yes,2022,Summer,2,Colonial Rd. from 83 St. to 85 St.,16,A,A
Richmond Parkway,Large Park,Staten Island,Yes,2022,Summer,2,Staten Island Exwy. To West Shore Exwy.,101,A,A
Roy Wilkins Recreation Center,Large Park,Queens,Yes,2022,Summer,2,"Merrick Blvd. bet. 115 Ave., 116 Ave., and Baisley Blvd.",15,A,A
Baisley Pond Park,Large Park,Queens,Yes,2022,Summer,2,"N. Conduit Ave., 116 Ave. bet. 150 St., Suptin Blvd., and Baisley Blvd. S.",15,A,A
Dr. Charles R. Drew Park,Small Park,Queens,Yes,2022,Summer,2,"Van Wyck Exwy. Sr. Rd. E., 140 St. bet. 115 Ave. and 116 Ave.",5,A,A
Alley Athletic Playground,Small Park,Queens,Yes,2022,Summer,2,Winchester Blvd. bet. Union Tpke. and the Grand Central Pkwy.,0,A,A
Rockaway Beach,Large Park,Queens,Yes,2022,Summer,2,"Ocean Promenade, bet. Beach 126 St. and Beach 110 St.",25,A,A
Rockaway Beach Boardwalk,Large Park,Queens,Yes,2022,Summer,2,Shore Front Pkwy. bet. Beach 109 St. and B. 73 St.,50,A,A
Calvert Vaux Park,Large Park,Brooklyn,Yes,2022,Summer,2,"Gravesend Bay, Bay 44 St. to Bay 49 St., Shore Pkwy.",40,N,N
Calvert Vaux Park,Large Park,Brooklyn,Yes,2022,Summer,2,"Gravesend Bay, Bay 44 St. to Bay 49 St., Shore Pkwy.",40,N,N
Betsy Head Park,Large Park,Brooklyn,Yes,2022,Summer,2,"Blake Ave., Dumont Ave. bet. Thomas Boyland St. and Bristol St.",35,A,A
Sternberg Park,Small Park,Brooklyn,Yes,2022,Summer,2,Lorimer St. bet. Montrose Ave. and Boerum St.,275,A,A
Bleecker Playground,Small Park,Manhattan,Yes,2022,Summer,2,"Hudson St., Bleecker St. and 8 Ave.",45,A,A
Msgr. McGolrick Park,Small Park,Brooklyn,Yes,2022,Summer,2,"Russell St., Monitor St. bet. Nassau Ave. and Driggs Ave.",45,A,A
Greenpoint Playground,Small Park,Brooklyn,Yes,2022,Summer,2,Franklin St. bet. Commerical St. and Dupoint St.,15,A,A
Farm Playground,Small Park,Queens,Yes,2022,Summer,2,73 Ave. bet. 195 St. and 196 Pl.,8,A,A
Wards Island Park,Small Park,Manhattan,Yes,2022,Summer,2,East River and Hell Gate,0,A,A
Ditmars Playground,Small Park,Queens,Yes,2022,Summer,2,Steinway St. bet. 23 Ave. and Ditmars Blvd.,45,A,A
St. Michael's Playground,Small Park,Queens,Yes,2022,Summer,2,"30 Ave. To 31 Ave. and Boody St., BQE",45,N,N
Archie Spigner Park,Small Park,Queens,Yes,2022,Summer,2,"169 St., Merrick Blvd., Marne Pl. bet. Linden Blvd., Sayres Ave., and 111 Rd.",NA,N,A
Cherry Tree Park,Small Park,Manhattan,Yes,2022,Summer,2,"99 St. To 100 St., 3 Ave.",11,A,A
Brigadier General Charles Young Playground,Small Park,Manhattan,Yes,2022,Summer,2,"W. 145 St. to W. 143 St., Lenox Ave., and Harlem River",37,A,A
Inwood Hill Park,Small Park,Manhattan,Yes,2022,Summer,2,"Dyckman St, Hudson River, Harlem River S",13,A,A
